Branch,ReceiptNo,SaleDate,Gross,CalculatedNet,CalculatedVAT,COGS,Tender,Status,SkipReason
SH006,REC-SH006-202603-0008,2026-03-01,7480.00,6990.65,489.35,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0009,2026-03-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0006,2026-03-01,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0008,2026-03-01,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0004,2026-03-01,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0011,2026-03-01,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0004,2026-03-01,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0005,2026-03-01,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0005,2026-03-01,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0010,2026-03-01,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0012,2026-03-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0013,2026-03-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0009,2026-03-01,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0011,2026-03-01,1940.00,1813.08,126.92,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0012,2026-03-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0013,2026-03-01,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0014,2026-03-01,320.00,299.07,20.93,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0015,2026-03-01,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0016,2026-03-01,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0006,2026-03-01,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0014,2026-03-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0017,2026-03-01,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0015,2026-03-01,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0009,2026-03-01,1750.00,1635.51,114.49,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0016,2026-03-01,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0018,2026-03-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0010,2026-03-01,540.00,504.67,35.33,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0006,2026-03-01,190.00,177.57,12.43,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0011,2026-03-02,1220.00,1140.19,79.81,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0010,2026-03-02,290.00,271.03,18.97,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0017,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0012,2026-03-02,1350.00,1261.68,88.32,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0007,2026-03-02,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0007,2026-03-02,310.00,289.72,20.28,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0018,2026-03-02,2610.00,2439.25,170.75,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0019,2026-03-02,2760.00,2579.44,180.56,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0011,2026-03-02,180.00,168.22,11.78,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0008,2026-03-02,600.00,560.75,39.25,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0013,2026-03-02,1380.00,1289.72,90.28,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0020,2026-03-02,130.00,121.50,8.50,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0021,2026-03-02,2750.00,2570.09,179.91,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0022,2026-03-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0007,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0019,2026-03-02,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0023,2026-03-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0014,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0008,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0020,2026-03-02,370.00,345.79,24.21,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0021,2026-03-02,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0022,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202603-0002,2026-03-02,4800.00,4485.98,314.02,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0009,2026-03-02,440.00,411.21,28.79,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0024,2026-03-02,440.00,411.21,28.79,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0023,2026-03-02,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0008,2026-03-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0012,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0024,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0025,2026-03-02,480.00,448.60,31.40,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0009,2026-03-02,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0013,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0015,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0009,2026-03-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0010,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0026,2026-03-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0025,2026-03-02,680.00,635.51,44.49,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0016,2026-03-02,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0014,2026-03-02,360.00,336.45,23.55,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0010,2026-03-02,1760.00,1644.86,115.14,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0026,2026-03-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0027,2026-03-02,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0010,2026-03-02,300.00,280.37,19.63,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0011,2026-03-02,760.00,710.28,49.72,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0027,2026-03-02,360.00,336.45,23.55,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0011,2026-03-02,130.00,121.50,8.50,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0028,2026-03-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0011,2026-03-02,2640.00,2467.29,172.71,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0012,2026-03-02,1809.00,1690.65,118.35,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0028,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0029,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0015,2026-03-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0017,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0016,2026-03-02,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202603-0003,2026-03-02,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0029,2026-03-02,1230.00,1149.53,80.47,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0013,2026-03-02,800.00,747.66,52.34,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0018,2026-03-02,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0014,2026-03-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0030,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0012,2026-03-02,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0015,2026-03-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0030,2026-03-02,650.00,607.48,42.52,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0017,2026-03-02,180.00,168.22,11.78,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0018,2026-03-02,400.00,373.83,26.17,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0031,2026-03-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0019,2026-03-02,720.00,672.90,47.10,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0031,2026-03-02,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202603-0004,2026-03-02,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0013,2026-03-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0020,2026-03-03,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0032,2026-03-03,1160.00,1084.11,75.89,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0021,2026-03-03,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0032,2026-03-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0019,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0033,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0022,2026-03-03,1580.00,1476.64,103.36,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0014,2026-03-03,1050.00,981.31,68.69,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0015,2026-03-03,100.00,93.46,6.54,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0016,2026-03-03,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0033,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0020,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0034,2026-03-03,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0034,2026-03-03,410.00,383.18,26.82,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0016,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0017,2026-03-03,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0035,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0021,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0036,2026-03-03,440.00,411.21,28.79,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0037,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0012,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0038,2026-03-03,1690.00,1579.44,110.56,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0018,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0039,2026-03-03,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0040,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0041,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0019,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0042,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0043,2026-03-03,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202603-0001,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202603-0005,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0044,2026-03-03,5160.00,4822.43,337.57,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0045,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0017,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0046,2026-03-03,140.00,130.84,9.16,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0020,2026-03-03,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0047,2026-03-03,130.00,121.50,8.50,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0013,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0035,2026-03-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0023,2026-03-03,1580.00,1476.64,103.36,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0048,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0022,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0023,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0036,2026-03-03,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0018,2026-03-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0019,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0024,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0049,2026-03-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0020,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0037,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0025,2026-03-03,2830.00,2644.86,185.14,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0050,2026-03-03,3200.00,2990.65,209.35,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0051,2026-03-03,4920.00,4598.13,321.87,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0052,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0021,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0014,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0015,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0016,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0024,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0017,2026-03-03,1230.00,1149.53,80.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0038,2026-03-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0021,2026-03-03,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0025,2026-03-03,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0026,2026-03-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0022,2026-03-03,130.00,121.50,8.50,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0039,2026-03-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0040,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0053,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0041,2026-03-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0054,2026-03-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202603-0022,2026-03-03,1360.00,1271.03,88.97,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0023,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0027,2026-03-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0018,2026-03-03,680.00,635.51,44.49,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0024,2026-03-03,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0042,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202603-0019,2026-03-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0043,2026-03-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0026,2026-03-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0055,2026-03-04,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0028,2026-03-04,1250.00,1168.22,81.78,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202603-0029,2026-03-04,370.00,345.79,24.21,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0025,2026-03-04,100.00,93.46,6.54,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202603-0027,2026-03-04,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0044,2026-03-04,400.00,373.83,26.17,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202603-0056,2026-03-04,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202603-0045,2026-03-04,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202603-0026,2026-03-04,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
