Branch,ReceiptNo,SaleDate,Gross,CalculatedNet,CalculatedVAT,COGS,Tender,Status,SkipReason
SH010,REC-SH010-202601-0011,2026-01-02,190.00,177.57,12.43,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0012,2026-01-02,2600.00,2429.91,170.09,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0012,2026-01-02,3300.00,3084.11,215.89,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0007,2026-01-02,440.00,411.21,28.79,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0016,2026-01-02,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202601-0005,2026-01-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0013,2026-01-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0017,2026-01-02,1160.00,1084.11,75.89,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0018,2026-01-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0018,2026-01-02,1580.00,1476.64,103.36,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0013,2026-01-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0019,2026-01-02,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0014,2026-01-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202601-0004,2026-01-02,2640.00,2467.29,172.71,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0019,2026-01-02,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0014,2026-01-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0015,2026-01-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0016,2026-01-02,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0017,2026-01-02,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0020,2026-01-02,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0015,2026-01-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0013,2026-01-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0016,2026-01-02,600.00,560.75,39.25,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0008,2026-01-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0008,2026-01-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0020,2026-01-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0021,2026-01-02,1380.00,1289.72,90.28,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0018,2026-01-02,680.00,635.51,44.49,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0021,2026-01-02,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0017,2026-01-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0019,2026-01-02,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0022,2026-01-02,2200.00,2056.07,143.93,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0014,2026-01-02,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0009,2026-01-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0009,2026-01-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0010,2026-01-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0020,2026-01-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0023,2026-01-03,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0024,2026-01-03,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0022,2026-01-03,1560.00,1457.94,102.06,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0018,2026-01-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0019,2026-01-03,2460.00,2299.07,160.93,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0021,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0020,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0023,2026-01-03,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0024,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0025,2026-01-03,1100.00,1028.04,71.96,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0010,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0026,2026-01-03,1710.00,1598.13,111.87,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0015,2026-01-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0016,2026-01-03,400.00,373.83,26.17,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0025,2026-01-03,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0022,2026-01-03,1380.00,1289.72,90.28,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0023,2026-01-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0024,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0021,2026-01-03,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0011,2026-01-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0012,2026-01-03,410.00,383.18,26.82,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0027,2026-01-03,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0026,2026-01-03,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0017,2026-01-03,480.00,448.60,31.40,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0013,2026-01-03,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0011,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0012,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0028,2026-01-03,1710.00,1598.13,111.87,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0013,2026-01-03,1560.00,1457.94,102.06,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0027,2026-01-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0025,2026-01-03,2460.00,2299.07,160.93,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0014,2026-01-03,1100.00,1028.04,71.96,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0028,2026-01-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0018,2026-01-03,2090.00,1953.27,136.73,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0022,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0019,2026-01-03,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0020,2026-01-03,1970.00,1841.12,128.88,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0029,2026-01-03,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0014,2026-01-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0015,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202601-0005,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0021,2026-01-03,1510.00,1411.21,98.79,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0015,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0016,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0023,2026-01-03,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0029,2026-01-03,1710.00,1598.13,111.87,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0026,2026-01-03,680.00,635.51,44.49,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0030,2026-01-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0031,2026-01-03,1360.00,1271.03,88.97,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0024,2026-01-03,190.00,177.57,12.43,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0032,2026-01-03,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0033,2026-01-03,880.00,822.43,57.57,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0030,2026-01-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202601-0006,2026-01-03,1580.00,1476.64,103.36,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202601-0006,2026-01-03,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0034,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0017,2026-01-03,410.00,383.18,26.82,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0016,2026-01-03,140.00,130.84,9.16,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0031,2026-01-03,3160.00,2953.27,206.73,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0035,2026-01-03,180.00,168.22,11.78,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0027,2026-01-03,650.00,607.48,42.52,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0028,2026-01-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0036,2026-01-03,1970.00,1841.12,128.88,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0032,2026-01-03,2720.00,2542.06,177.94,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0033,2026-01-03,1580.00,1476.64,103.36,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0025,2026-01-03,400.00,373.83,26.17,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0029,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0022,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0030,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0017,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0034,2026-01-03,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0031,2026-01-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0037,2026-01-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0023,2026-01-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0038,2026-01-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0039,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0040,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0041,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0032,2026-01-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202601-0007,2026-01-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0024,2026-01-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0042,2026-01-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0018,2026-01-03,190.00,177.57,12.43,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202601-0019,2026-01-03,1330.00,1242.99,87.01,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0035,2026-01-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0036,2026-01-04,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0033,2026-01-04,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0025,2026-01-04,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202601-0034,2026-01-04,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0026,2026-01-04,400.00,373.83,26.17,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0043,2026-01-04,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0026,2026-01-04,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202601-0007,2026-01-04,2180.00,2037.38,142.62,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0044,2026-01-04,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0045,2026-01-04,4960.00,4635.51,324.49,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0046,2026-01-04,1280.00,1196.26,83.74,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0037,2026-01-04,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202601-0008,2026-01-04,320.00,299.07,20.93,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202601-0038,2026-01-04,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0047,2026-01-04,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202601-0048,2026-01-04,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202601-0008,2026-01-04,4470.00,4177.57,292.43,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202601-0018,2026-01-04,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202601-0027,2026-01-04,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0027,2026-01-04,2460.00,2299.07,160.93,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202601-0028,2026-01-04,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202601-0009,2026-01-04,1830.00,1710.28,119.72,,,SKIPPED,PERIOD_NOT_OPENED
