Branch,ReceiptNo,SaleDate,Gross,CalculatedNet,CalculatedVAT,COGS,Tender,Status,SkipReason
SH001,REC-SH001-202604-0005,2026-04-01,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0003,2026-04-01,1560.00,1457.94,102.06,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0004,2026-04-01,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0002,2026-04-01,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0005,2026-04-01,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0006,2026-04-01,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0007,2026-04-01,560.00,523.36,36.64,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0008,2026-04-01,700.00,654.21,45.79,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0005,2026-04-01,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0003,2026-04-01,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0006,2026-04-01,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0004,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0003,2026-04-01,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0007,2026-04-01,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0005,2026-04-01,1970.00,1841.12,128.88,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0006,2026-04-01,610.00,570.09,39.91,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0004,2026-04-01,690.00,644.86,45.14,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0001,2026-04-01,320.00,299.07,20.93,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0007,2026-04-01,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0002,2026-04-01,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0005,2026-04-01,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0006,2026-04-01,1150.00,1074.77,75.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0008,2026-04-01,350.00,327.10,22.90,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0009,2026-04-01,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202604-0001,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0001,2026-04-01,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0007,2026-04-01,350.00,327.10,22.90,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0003,2026-04-01,640.00,598.13,41.87,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0004,2026-04-01,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0002,2026-04-01,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0009,2026-04-01,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0005,2026-04-01,450.00,420.56,29.44,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0006,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0007,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0010,2026-04-01,1130.00,1056.07,73.93,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0006,2026-04-01,450.00,420.56,29.44,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0010,2026-04-01,0.00,0.00,0.00,,,SKIPPED,MISSING_POSTING_DATA
SH028,REC-SH028-202604-0003,2026-04-01,3480.00,3252.34,227.66,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0011,2026-04-01,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0008,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0008,2026-04-01,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0008,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0007,2026-04-01,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0008,2026-04-01,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0009,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0011,2026-04-01,1160.00,1084.11,75.89,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0012,2026-04-01,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0010,2026-04-01,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0004,2026-04-01,2500.00,2336.45,163.55,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0005,2026-04-01,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0012,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0011,2026-04-01,1230.00,1149.53,80.47,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0009,2026-04-01,2640.00,2467.29,172.71,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0005,2026-04-01,1250.00,1168.22,81.78,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0013,2026-04-01,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0009,2026-04-01,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0012,2026-04-02,320.00,299.07,20.93,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0010,2026-04-02,14940.00,13962.62,977.38,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0014,2026-04-02,760.00,710.28,49.72,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0015,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0016,2026-04-02,720.00,672.90,47.10,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0013,2026-04-02,290.00,271.03,18.97,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0011,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0009,2026-04-02,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0014,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0010,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0012,2026-04-02,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0013,2026-04-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0010,2026-04-02,410.00,383.18,26.82,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0017,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0013,2026-04-02,500.00,467.29,32.71,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0011,2026-04-02,800.00,747.66,52.34,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0006,2026-04-02,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0018,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0014,2026-04-02,650.00,607.48,42.52,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0006,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0015,2026-04-02,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0012,2026-04-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0016,2026-04-02,1010.00,943.93,66.07,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0007,2026-04-02,320.00,299.07,20.93,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0017,2026-04-02,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0018,2026-04-02,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0011,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0014,2026-04-02,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202604-0002,2026-04-02,1900.00,1775.70,124.30,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0019,2026-04-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0020,2026-04-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0007,2026-04-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0021,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0015,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0022,2026-04-02,2460.00,2299.07,160.93,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0016,2026-04-02,1560.00,1457.94,102.06,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0015,2026-04-02,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0019,2026-04-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0020,2026-04-02,1360.00,1271.03,88.97,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0013,2026-04-02,390.00,364.49,25.51,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0016,2026-04-02,610.00,570.09,39.91,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0017,2026-04-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0023,2026-04-02,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0008,2026-04-02,1430.00,1336.45,93.55,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0009,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0018,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0012,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0024,2026-04-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0017,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0013,2026-04-02,3750.00,3504.67,245.33,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0025,2026-04-02,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0010,2026-04-02,3240.00,3028.04,211.96,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0021,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0019,2026-04-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0026,2026-04-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0018,2026-04-02,680.00,635.51,44.49,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0014,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0014,2026-04-02,640.00,598.13,41.87,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0027,2026-04-02,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0028,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0022,2026-04-02,1970.00,1841.12,128.88,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0023,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0029,2026-04-02,660.00,616.82,43.18,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0015,2026-04-02,320.00,299.07,20.93,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0020,2026-04-02,360.00,336.45,23.55,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0030,2026-04-02,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0024,2026-04-02,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0031,2026-04-02,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0032,2026-04-02,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0021,2026-04-02,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0016,2026-04-02,380.00,355.14,24.86,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0017,2026-04-02,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0018,2026-04-02,280.00,261.68,18.32,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0019,2026-04-03,2530.00,2364.49,165.51,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0033,2026-04-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0034,2026-04-03,690.00,644.86,45.14,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0011,2026-04-03,130.00,121.50,8.50,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0022,2026-04-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0023,2026-04-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0035,2026-04-03,1400.00,1308.41,91.59,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0019,2026-04-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0036,2026-04-03,600.00,560.75,39.25,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0020,2026-04-03,1750.00,1635.51,114.49,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0037,2026-04-03,920.00,859.81,60.19,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0020,2026-04-03,1240.00,1158.88,81.12,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0038,2026-04-03,820.00,766.36,53.64,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0015,2026-04-03,1760.00,1644.86,115.14,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0025,2026-04-03,310.00,289.72,20.28,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0021,2026-04-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0024,2026-04-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202604-0003,2026-04-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0016,2026-04-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0022,2026-04-03,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0039,2026-04-03,360.00,336.45,23.55,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0008,2026-04-03,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0021,2026-04-03,3700.00,3457.94,242.06,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0009,2026-04-03,370.00,345.79,24.21,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0012,2026-04-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0013,2026-04-03,600.00,560.75,39.25,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0026,2026-04-03,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0022,2026-04-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0025,2026-04-03,240.00,224.30,15.70,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0023,2026-04-03,400.00,373.83,26.17,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0026,2026-04-03,650.00,607.48,42.52,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0040,2026-04-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0027,2026-04-03,820.00,766.36,53.64,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0027,2026-04-03,520.00,485.98,34.02,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0017,2026-04-03,410.00,383.18,26.82,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0014,2026-04-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0028,2026-04-03,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0018,2026-04-03,1250.00,1168.22,81.78,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0029,2026-04-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0028,2026-04-03,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0024,2026-04-03,440.00,411.21,28.79,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0030,2026-04-03,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0023,2026-04-03,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0019,2026-04-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0020,2026-04-03,360.00,336.45,23.55,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0031,2026-04-03,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0032,2026-04-03,330.00,308.41,21.59,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0041,2026-04-03,325.00,303.74,21.26,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0033,2026-04-03,650.00,607.48,42.52,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0025,2026-04-03,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0015,2026-04-03,450.00,420.56,29.44,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0024,2026-04-03,1620.00,1514.02,105.98,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0034,2026-04-03,740.00,691.59,48.41,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0025,2026-04-03,130.00,121.50,8.50,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0026,2026-04-03,2460.00,2299.07,160.93,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0027,2026-04-03,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0026,2026-04-03,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0028,2026-04-04,1890.00,1766.36,123.64,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0029,2026-04-04,480.00,448.60,31.40,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0042,2026-04-04,600.00,560.75,39.25,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0029,2026-04-04,1320.00,1233.64,86.36,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0043,2026-04-04,140.00,130.84,9.16,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0030,2026-04-04,2830.00,2644.86,185.14,,,SKIPPED,PERIOD_NOT_OPENED
SH026,REC-SH026-202604-0021,2026-04-04,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0044,2026-04-04,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202604-0004,2026-04-04,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH010,REC-SH010-202604-0035,2026-04-04,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0045,2026-04-04,400.00,373.83,26.17,,,SKIPPED,PERIOD_NOT_OPENED
SH030,REC-SH030-202604-0005,2026-04-04,60.00,56.07,3.93,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0031,2026-04-04,220.00,205.61,14.39,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0030,2026-04-04,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0031,2026-04-04,200.00,186.92,13.08,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0046,2026-04-04,580.00,542.06,37.94,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0032,2026-04-04,1250.00,1168.22,81.78,,,SKIPPED,PERIOD_NOT_OPENED
SH025,REC-SH025-202604-0027,2026-04-04,320.00,299.07,20.93,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0032,2026-04-04,1360.00,1271.03,88.97,,,SKIPPED,PERIOD_NOT_OPENED
SH028,REC-SH028-202604-0010,2026-04-04,1250.00,1168.22,81.78,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0033,2026-04-04,610.00,570.09,39.91,,,SKIPPED,PERIOD_NOT_OPENED
SH012,REC-SH012-202604-0033,2026-04-04,160.00,149.53,10.47,,,SKIPPED,PERIOD_NOT_OPENED
SH001,REC-SH001-202604-0034,2026-04-04,80.00,74.77,5.23,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0047,2026-04-04,120.00,112.15,7.85,,,SKIPPED,PERIOD_NOT_OPENED
SH006,REC-SH006-202604-0048,2026-04-04,460.00,429.91,30.09,,,SKIPPED,PERIOD_NOT_OPENED
SH024,REC-SH024-202604-0016,2026-04-04,100.00,93.46,6.54,,,SKIPPED,PERIOD_NOT_OPENED
